product_category,dt_month,month_order_ct,dt_priormonth,priormonth_order_ct,priormonth_order_ct_diff,priormonth_order_ct_pctchange,alltime_order_ct_pctchange,alltime_order_ct_diff,alltime_pctchange_rank,alltime_diff_rank
luggage_accessories,2018-05-01 00:00:00.000,49,2018-04-01 00:00:00.000,57,-8,-14.035087719298,189.174833217160,24,7,19
luggage_accessories,2018-06-01 00:00:00.000,36,2018-05-01 00:00:00.000,49,-13,-26.530612244897,189.174833217160,24,7,19
luggage_accessories,2018-07-01 00:00:00.000,54,2018-06-01 00:00:00.000,36,18,50.000000000000,189.174833217160,24,7,19
luggage_accessories,2018-08-01 00:00:00.000,66,2018-07-01 00:00:00.000,54,12,22.222222222222,189.174833217160,24,7,19
books_general_interest,2017-09-01 00:00:00.000,15,NULL,NULL,NULL,NULL,251.276852753414,21,5,20
books_general_interest,2017-10-01 00:00:00.000,11,2017-09-01 00:00:00.000,15,-4,-26.666666666666,251.276852753414,21,5,20
books_general_interest,2017-11-01 00:00:00.000,38,2017-10-01 00:00:00.000,11,27,245.454545454545,251.276852753414,21,5,20
books_general_interest,2017-12-01 00:00:00.000,42,2017-11-01 00:00:00.000,38,4,10.526315789473,251.276852753414,21,5,20
books_general_interest,2018-01-01 00:00:00.000,45,2017-12-01 00:00:00.000,42,3,7.142857142857,251.276852753414,21,5,20
books_general_interest,2018-02-01 00:00:00.000,29,2018-01-01 00:00:00.000,45,-16,-35.555555555555,251.276852753414,21,5,20
books_general_interest,2018-03-01 00:00:00.000,39,2018-02-01 00:00:00.000,29,10,34.482758620689,251.276852753414,21,5,20
books_general_interest,2018-04-01 00:00:00.000,50,2018-03-01 00:00:00.000,39,11,28.205128205128,251.276852753414,21,5,20
books_general_interest,2018-05-01 00:00:00.000,53,2018-04-01 00:00:00.000,50,3,6.000000000000,251.276852753414,21,5,20
books_general_interest,2018-06-01 00:00:00.000,39,2018-05-01 00:00:00.000,53,-14,-26.415094339622,251.276852753414,21,5,20
books_general_interest,2018-07-01 00:00:00.000,25,2018-06-01 00:00:00.000,39,-14,-35.897435897435,251.276852753414,21,5,20
books_general_interest,2018-08-01 00:00:00.000,36,2018-07-01 00:00:00.000,25,11,44.000000000000,251.276852753414,21,5,20
sports_leisure,2017-09-01 00:00:00.000,461,NULL,NULL,NULL,NULL,20.540499399038,14,27,21
sports_leisure,2017-10-01 00:00:00.000,471,2017-09-01 00:00:00.000,461,10,2.169197396963,20.540499399038,14,27,21
sports_leisure,2017-11-01 00:00:00.000,612,2017-10-01 00:00:00.000,471,141,29.936305732484,20.540499399038,14,27,21
sports_leisure,2017-12-01 00:00:00.000,493,2017-11-01 00:00:00.000,612,-119,-19.444444444444,20.540499399038,14,27,21
sports_leisure,2018-01-01 00:00:00.000,654,2017-12-01 00:00:00.000,493,161,32.657200811359,20.540499399038,14,27,21
sports_leisure,2018-02-01 00:00:00.000,651,2018-01-01 00:00:00.000,654,-3,-0.458715596330,20.540499399038,14,27,21
sports_leisure,2018-03-01 00:00:00.000,761,2018-02-01 00:00:00.000,651,110,16.897081413210,20.540499399038,14,27,21
sports_leisure,2018-04-01 00:00:00.000,600,2018-03-01 00:00:00.000,761,-161,-21.156373193166,20.540499399038,14,27,21
sports_leisure,2018-05-01 00:00:00.000,492,2018-04-01 00:00:00.000,600,-108,-18.000000000000,20.540499399038,14,27,21
sports_leisure,2018-06-01 00:00:00.000,426,2018-05-01 00:00:00.000,492,-66,-13.414634146341,20.540499399038,14,27,21
sports_leisure,2018-07-01 00:00:00.000,468,2018-06-01 00:00:00.000,426,42,9.859154929577,20.540499399038,14,27,21
sports_leisure,2018-08-01 00:00:00.000,475,2018-07-01 00:00:00.000,468,7,1.495726495726,20.540499399038,14,27,21
musical_instruments,2017-09-01 00:00:00.000,28,NULL,NULL,NULL,NULL,75.174653890918,13,18,22
musical_instruments,2017-10-01 00:00:00.000,27,2017-09-01 00:00:00.000,28,-1,-3.571428571428,75.174653890918,13,18,22
musical_instruments,2017-11-01 00:00:00.000,49,2017-10-01 00:00:00.000,27,22,81.481481481481,75.174653890918,13,18,22
musical_instruments,2017-12-01 00:00:00.000,42,2017-11-01 00:00:00.000,49,-7,-14.285714285714,75.174653890918,13,18,22
musical_instruments,2018-01-01 00:00:00.000,53,2017-12-01 00:00:00.000,42,11,26.190476190476,75.174653890918,13,18,22
musical_instruments,2018-02-01 00:00:00.000,44,2018-01-01 00:00:00.000,53,-9,-16.981132075471,75.174653890918,13,18,22
musical_instruments,2018-03-01 00:00:00.000,55,2018-02-01 00:00:00.000,44,11,25.000000000000,75.174653890918,13,18,22
musical_instruments,2018-04-01 00:00:00.000,60,2018-03-01 00:00:00.000,55,5,9.090909090909,75.174653890918,13,18,22
musical_instruments,2018-05-01 00:00:00.000,61,2018-04-01 00:00:00.000,60,1,1.666666666666,75.174653890918,13,18,22
musical_instruments,2018-06-01 00:00:00.000,47,2018-05-01 00:00:00.000,61,-14,-22.950819672131,75.174653890918,13,18,22
musical_instruments,2018-07-01 00:00:00.000,37,2018-06-01 00:00:00.000,47,-10,-21.276595744680,75.174653890918,13,18,22
musical_instruments,2018-08-01 00:00:00.000,41,2018-07-01 00:00:00.000,37,4,10.810810810810,75.174653890918,13,18,22
fashion_bags_accessories,2017-09-01 00:00:00.000,124,NULL,NULL,NULL,NULL,58.662919349280,3,21,23
fashion_bags_accessories,2017-10-01 00:00:00.000,110,2017-09-01 00:00:00.000,124,-14,-11.290322580645,58.662919349280,3,21,23
fashion_bags_accessories,2017-11-01 00:00:00.000,200,2017-10-01 00:00:00.000,110,90,81.818181818181,58.662919349280,3,21,23
fashion_bags_accessories,2017-12-01 00:00:00.000,135,2017-11-01 00:00:00.000,200,-65,-32.500000000000,58.662919349280,3,21,23
fashion_bags_accessories,2018-01-01 00:00:00.000,125,2017-12-01 00:00:00.000,135,-10,-7.407407407407,58.662919349280,3,21,23
fashion_bags_accessories,2018-02-01 00:00:00.000,107,2018-01-01 00:00:00.000,125,-18,-14.400000000000,58.662919349280,3,21,23
fashion_bags_accessories,2018-03-01 00:00:00.000,139,2018-02-01 00:00:00.000,107,32,29.906542056074,58.662919349280,3,21,23
fashion_bags_accessories,2018-04-01 00:00:00.000,107,2018-03-01 00:00:00.000,139,-32,-23.021582733812,58.662919349280,3,21,23
fashion_bags_accessories,2018-05-01 00:00:00.000,111,2018-04-01 00:00:00.000,107,4,3.738317757009,58.662919349280,3,21,23
fashion_bags_accessories,2018-06-01 00:00:00.000,87,2018-05-01 00:00:00.000,111,-24,-21.621621621621,58.662919349280,3,21,23
fashion_bags_accessories,2018-07-01 00:00:00.000,77,2018-06-01 00:00:00.000,87,-10,-11.494252873563,58.662919349280,3,21,23
fashion_bags_accessories,2018-08-01 00:00:00.000,127,2018-07-01 00:00:00.000,77,50,64.935064935064,58.662919349280,3,21,23
consoles_games,2017-09-01 00:00:00.000,66,NULL,NULL,NULL,NULL,38.761904942722,-4,25,24
consoles_games,2017-10-01 00:00:00.000,109,2017-09-01 00:00:00.000,66,43,65.151515151515,38.761904942722,-4,25,24
consoles_games,2017-11-01 00:00:00.000,134,2017-10-01 00:00:00.000,109,25,22.935779816513,38.761904942722,-4,25,24
consoles_games,2017-12-01 00:00:00.000,93,2017-11-01 00:00:00.000,134,-41,-30.597014925373,38.761904942722,-4,25,24
consoles_games,2018-01-01 00:00:00.000,54,2017-12-01 00:00:00.000,93,-39,-41.935483870967,38.761904942722,-4,25,24
consoles_games,2018-02-01 00:00:00.000,52,2018-01-01 00:00:00.000,54,-2,-3.703703703703,38.761904942722,-4,25,24
consoles_games,2018-03-01 00:00:00.000,58,2018-02-01 00:00:00.000,52,6,11.538461538461,38.761904942722,-4,25,24
consoles_games,2018-04-01 00:00:00.000,48,2018-03-01 00:00:00.000,58,-10,-17.241379310344,38.761904942722,-4,25,24
consoles_games,2018-05-01 00:00:00.000,54,2018-04-01 00:00:00.000,48,6,12.500000000000,38.761904942722,-4,25,24
consoles_games,2018-06-01 00:00:00.000,43,2018-05-01 00:00:00.000,54,-11,-20.370370370370,38.761904942722,-4,25,24
consoles_games,2018-07-01 00:00:00.000,49,2018-06-01 00:00:00.000,43,6,13.953488372093,38.761904942722,-4,25,24
consoles_games,2018-08-01 00:00:00.000,62,2018-07-01 00:00:00.000,49,13,26.530612244897,38.761904942722,-4,25,24
small_appliances,2017-09-01 00:00:00.000,33,NULL,NULL,NULL,NULL,51.884148338329,-8,24,25
small_appliances,2017-10-01 00:00:00.000,32,2017-09-01 00:00:00.000,33,-1,-3.030303030303,51.884148338329,-8,24,25
small_appliances,2017-11-01 00:00:00.000,31,2017-10-01 00:00:00.000,32,-1,-3.125000000000,51.884148338329,-8,24,25
small_appliances,2017-12-01 00:00:00.000,29,2017-11-01 00:00:00.000,31,-2,-6.451612903225,51.884148338329,-8,24,25
small_appliances,2018-01-01 00:00:00.000,55,2017-12-01 00:00:00.000,29,26,89.655172413793,51.884148338329,-8,24,25
small_appliances,2018-02-01 00:00:00.000,32,2018-01-01 00:00:00.000,55,-23,-41.818181818181,51.884148338329,-8,24,25
small_appliances,2018-03-01 00:00:00.000,37,2018-02-01 00:00:00.000,32,5,15.625000000000,51.884148338329,-8,24,25
small_appliances,2018-04-01 00:00:00.000,67,2018-03-01 00:00:00.000,37,30,81.081081081081,51.884148338329,-8,24,25
small_appliances,2018-05-01 00:00:00.000,48,2018-04-01 00:00:00.000,67,-19,-28.358208955223,51.884148338329,-8,24,25
small_appliances,2018-06-01 00:00:00.000,50,2018-05-01 00:00:00.000,48,2,4.166666666666,51.884148338329,-8,24,25
small_appliances,2018-07-01 00:00:00.000,43,2018-06-01 00:00:00.000,50,-7,-14.000000000000,51.884148338329,-8,24,25
small_appliances,2018-08-01 00:00:00.000,25,2018-07-01 00:00:00.000,43,-18,-41.860465116279,51.884148338329,-8,24,25
home_confort,2017-09-01 00:00:00.000,33,NULL,NULL,NULL,NULL,22.164502164502,-17,26,26
home_confort,2017-10-01 00:00:00.000,27,2017-09-01 00:00:00.000,33,-6,-18.181818181818,22.164502164502,-17,26,26
home_confort,2017-11-01 00:00:00.000,45,2017-10-01 00:00:00.000,27,18,66.666666666666,22.164502164502,-17,26,26
home_confort,2017-12-01 00:00:00.000,14,2017-11-01 00:00:00.000,45,-31,-68.888888888888,22.164502164502,-17,26,26
home_confort,2018-01-01 00:00:00.000,18,2017-12-01 00:00:00.000,14,4,28.571428571428,22.164502164502,-17,26,26
home_confort,2018-02-01 00:00:00.000,21,2018-01-01 00:00:00.000,18,3,16.666666666666,22.164502164502,-17,26,26
home_confort,2018-03-01 00:00:00.000,21,2018-02-01 00:00:00.000,21,0,0.000000000000,22.164502164502,-17,26,26
home_confort,2018-04-01 00:00:00.000,18,2018-03-01 00:00:00.000,21,-3,-14.285714285714,22.164502164502,-17,26,26
home_confort,2018-05-01 00:00:00.000,22,2018-04-01 00:00:00.000,18,4,22.222222222222,22.164502164502,-17,26,26
home_confort,2018-06-01 00:00:00.000,16,2018-05-01 00:00:00.000,22,-6,-27.272727272727,22.164502164502,-17,26,26
home_confort,2018-07-01 00:00:00.000,24,2018-06-01 00:00:00.000,16,8,50.000000000000,22.164502164502,-17,26,26
home_confort,2018-08-01 00:00:00.000,16,2018-07-01 00:00:00.000,24,-8,-33.333333333333,22.164502164502,-17,26,26
office_furniture,2017-09-01 00:00:00.000,61,NULL,NULL,NULL,NULL,132.865370757814,-31,12,27
office_furniture,2017-10-01 00:00:00.000,102,2017-09-01 00:00:00.000,61,41,67.213114754098,132.865370757814,-31,12,27
office_furniture,2017-11-01 00:00:00.000,102,2017-10-01 00:00:00.000,102,0,0.000000000000,132.865370757814,-31,12,27
office_furniture,2017-12-01 00:00:00.000,49,2017-11-01 00:00:00.000,102,-53,-51.960784313725,132.865370757814,-31,12,27
office_furniture,2018-01-01 00:00:00.000,145,2017-12-01 00:00:00.000,49,96,195.918367346938,132.865370757814,-31,12,27
office_furniture,2018-02-01 00:00:00.000,109,2018-01-01 00:00:00.000,145,-36,-24.827586206896,132.865370757814,-31,12,27
office_furniture,2018-03-01 00:00:00.000,202,2018-02-01 00:00:00.000,109,93,85.321100917431,132.865370757814,-31,12,27
office_furniture,2018-04-01 00:00:00.000,133,2018-03-01 00:00:00.000,202,-69,-34.158415841584,132.865370757814,-31,12,27
office_furniture,2018-05-01 00:00:00.000,105,2018-04-01 00:00:00.000,133,-28,-21.052631578947,132.865370757814,-31,12,27
office_furniture,2018-06-01 00:00:00.000,77,2018-05-01 00:00:00.000,105,-28,-26.666666666666,132.865370757814,-31,12,27
office_furniture,2018-07-01 00:00:00.000,82,2018-06-01 00:00:00.000,77,5,6.493506493506,132.865370757814,-31,12,27
office_furniture,2018-08-01 00:00:00.000,30,2018-07-01 00:00:00.000,82,-52,-63.414634146341,132.865370757814,-31,12,27
cool_stuff,2017-09-01 00:00:00.000,207,NULL,NULL,NULL,NULL,-13.050120983117,-84,30,28
cool_stuff,2017-10-01 00:00:00.000,258,2017-09-01 00:00:00.000,207,51,24.637681159420,-13.050120983117,-84,30,28
cool_stuff,2017-11-01 00:00:00.000,302,2017-10-01 00:00:00.000,258,44,17.054263565891,-13.050120983117,-84,30,28
cool_stuff,2017-12-01 00:00:00.000,252,2017-11-01 00:00:00.000,302,-50,-16.556291390728,-13.050120983117,-84,30,28
cool_stuff,2018-01-01 00:00:00.000,300,2017-12-01 00:00:00.000,252,48,19.047619047619,-13.050120983117,-84,30,28
cool_stuff,2018-02-01 00:00:00.000,187,2018-01-01 00:00:00.000,300,-113,-37.666666666666,-13.050120983117,-84,30,28
cool_stuff,2018-03-01 00:00:00.000,256,2018-02-01 00:00:00.000,187,69,36.898395721925,-13.050120983117,-84,30,28
cool_stuff,2018-04-01 00:00:00.000,207,2018-03-01 00:00:00.000,256,-49,-19.140625000000,-13.050120983117,-84,30,28
cool_stuff,2018-05-01 00:00:00.000,176,2018-04-01 00:00:00.000,207,-31,-14.975845410628,-13.050120983117,-84,30,28
cool_stuff,2018-06-01 00:00:00.000,103,2018-05-01 00:00:00.000,176,-73,-41.477272727272,-13.050120983117,-84,30,28
cool_stuff,2018-07-01 00:00:00.000,121,2018-06-01 00:00:00.000,103,18,17.475728155339,-13.050120983117,-84,30,28
cool_stuff,2018-08-01 00:00:00.000,123,2018-07-01 00:00:00.000,121,2,1.652892561983,-13.050120983117,-84,30,28
garden_tools,2017-09-01 00:00:00.000,225,NULL,NULL,NULL,NULL,13.793278813460,-87,29,29
garden_tools,2017-10-01 00:00:00.000,281,2017-09-01 00:00:00.000,225,56,24.888888888888,13.793278813460,-87,29,29
garden_tools,2017-11-01 00:00:00.000,550,2017-10-01 00:00:00.000,281,269,95.729537366548,13.793278813460,-87,29,29
garden_tools,2017-12-01 00:00:00.000,325,2017-11-01 00:00:00.000,550,-225,-40.909090909090,13.793278813460,-87,29,29
garden_tools,2018-01-01 00:00:00.000,240,2017-12-01 00:00:00.000,325,-85,-26.153846153846,13.793278813460,-87,29,29
garden_tools,2018-02-01 00:00:00.000,296,2018-01-01 00:00:00.000,240,56,23.333333333333,13.793278813460,-87,29,29
garden_tools,2018-03-01 00:00:00.000,262,2018-02-01 00:00:00.000,296,-34,-11.486486486486,13.793278813460,-87,29,29
garden_tools,2018-04-01 00:00:00.000,288,2018-03-01 00:00:00.000,262,26,9.923664122137,13.793278813460,-87,29,29
garden_tools,2018-05-01 00:00:00.000,291,2018-04-01 00:00:00.000,288,3,1.041666666666,13.793278813460,-87,29,29
garden_tools,2018-06-01 00:00:00.000,185,2018-05-01 00:00:00.000,291,-106,-36.426116838487,13.793278813460,-87,29,29
garden_tools,2018-07-01 00:00:00.000,179,2018-06-01 00:00:00.000,185,-6,-3.243243243243,13.793278813460,-87,29,29
garden_tools,2018-08-01 00:00:00.000,138,2018-07-01 00:00:00.000,179,-41,-22.905027932960,13.793278813460,-87,29,29
toys,2017-09-01 00:00:00.000,297,NULL,NULL,NULL,NULL,16.556022154133,-127,28,30
toys,2017-10-01 00:00:00.000,290,2017-09-01 00:00:00.000,297,-7,-2.356902356902,16.556022154133,-127,28,30
toys,2017-11-01 00:00:00.000,495,2017-10-01 00:00:00.000,290,205,70.689655172413,16.556022154133,-127,28,30
toys,2017-12-01 00:00:00.000,445,2017-11-01 00:00:00.000,495,-50,-10.101010101010,16.556022154133,-127,28,30
toys,2018-01-01 00:00:00.000,165,2017-12-01 00:00:00.000,445,-280,-62.921348314606,16.556022154133,-127,28,30
toys,2018-02-01 00:00:00.000,146,2018-01-01 00:00:00.000,165,-19,-11.515151515151,16.556022154133,-127,28,30
toys,2018-03-01 00:00:00.000,234,2018-02-01 00:00:00.000,146,88,60.273972602739,16.556022154133,-127,28,30
toys,2018-04-01 00:00:00.000,205,2018-03-01 00:00:00.000,234,-29,-12.393162393162,16.556022154133,-127,28,30
toys,2018-05-01 00:00:00.000,221,2018-04-01 00:00:00.000,205,16,7.804878048780,16.556022154133,-127,28,30
toys,2018-06-01 00:00:00.000,191,2018-05-01 00:00:00.000,221,-30,-13.574660633484,16.556022154133,-127,28,30
toys,2018-07-01 00:00:00.000,156,2018-06-01 00:00:00.000,191,-35,-18.324607329842,16.556022154133,-127,28,30
toys,2018-08-01 00:00:00.000,170,2018-07-01 00:00:00.000,156,14,8.974358974358,16.556022154133,-127,28,30
