"id","productStyle","age","gender","region","node","stageNum","stageName","timestamp"
20984,"style3","over-60","male","europe",1,1,"Order Received","12-06-2017 05:16:27"
20985,"style3","over-60","male","europe",1,1,"Order Received","12-06-2017 13:41:21"
20986,"style3","over-60","male","europe",1,1,"Order Received","12-06-2017 18:24:39"
20987,"style3","over-60","male","europe",1,1,"Order Received","12-06-2017 22:44:14"
20988,"style3","over-60","male","europe",1,1,"Order Received","12-06-2017 23:02:57"
20989,"style3","over-60","male","europe",2,1,"Order Received","12-06-2017 05:09:14"
20990,"style3","over-60","male","europe",2,1,"Order Received","12-06-2017 12:42:14"
20991,"style3","over-60","male","europe",2,1,"Order Received","12-06-2017 17:39:02"
20992,"style3","over-60","female","us",1,1,"Order Received","12-06-2017 05:45:15"
20993,"style3","over-60","female","us",1,1,"Order Received","12-06-2017 05:55:40"
20994,"style3","over-60","female","us",1,1,"Order Received","12-06-2017 11:36:12"
20995,"style3","over-60","female","us",1,1,"Order Received","12-06-2017 12:20:57"
20996,"style3","over-60","female","us",2,1,"Order Received","12-06-2017 09:19:09"
20997,"style3","over-60","female","us",2,1,"Order Received","12-06-2017 13:28:15"
20998,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 02:54:44"
20999,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 11:07:19"
21000,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 12:52:11"
21001,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 14:03:23"
21002,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 15:55:27"
21003,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 20:26:40"
21004,"style3","over-60","female","asia",1,1,"Order Received","12-06-2017 21:42:27"
21005,"style3","over-60","female","asia",2,1,"Order Received","12-06-2017 19:12:25"
21006,"style3","over-60","female","europe",1,1,"Order Received","12-06-2017 04:48:34"
21007,"style3","over-60","female","europe",1,1,"Order Received","12-06-2017 08:35:20"
21008,"style3","over-60","female","europe",1,1,"Order Received","12-06-2017 20:37:31"
21009,"style3","over-60","female","europe",1,1,"Order Received","12-06-2017 23:22:56"
21010,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 01:06:39"
21011,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 03:04:40"
21012,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 03:49:00"
21013,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 07:21:59"
21014,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 11:27:05"
21015,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 14:44:21"
21016,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 17:09:03"
21017,"style3","over-60","female","europe",2,1,"Order Received","12-06-2017 19:10:53"
21018,"style4","under-30","male","us",1,1,"Order Received","12-06-2017 04:40:12"
21019,"style4","under-30","male","us",1,1,"Order Received","12-06-2017 08:13:35"
21020,"style4","under-30","male","us",1,1,"Order Received","12-06-2017 14:34:37"
21021,"style4","under-30","male","us",1,1,"Order Received","12-06-2017 14:45:52"
21022,"style4","under-30","male","us",1,1,"Order Received","12-06-2017 15:52:00"
21023,"style4","under-30","male","us",2,1,"Order Received","12-06-2017 11:39:24"
21024,"style4","under-30","male","us",2,1,"Order Received","12-06-2017 12:03:07"
21025,"style4","under-30","male","us",2,1,"Order Received","12-06-2017 13:22:33"
21026,"style4","under-30","male","us",2,1,"Order Received","12-06-2017 13:38:26"
21027,"style4","under-30","male","us",2,1,"Order Received","12-06-2017 19:41:07"
21028,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 01:25:51"
21029,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 05:03:17"
21030,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 06:01:10"
21031,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 13:26:00"
21032,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 16:06:17"
21033,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 17:45:45"
21034,"style4","under-30","male","asia",1,1,"Order Received","12-06-2017 20:23:05"
21035,"style4","under-30","male","asia",2,1,"Order Received","12-06-2017 03:40:50"
21036,"style4","under-30","male","asia",2,1,"Order Received","12-06-2017 04:29:04"
21037,"style4","under-30","male","asia",2,1,"Order Received","12-06-2017 17:42:10"
21038,"style4","under-30","male","asia",2,1,"Order Received","12-06-2017 19:47:18"
21039,"style4","under-30","male","europe",1,1,"Order Received","12-06-2017 03:05:59"
21040,"style4","under-30","male","europe",1,1,"Order Received","12-06-2017 03:15:29"
21041,"style4","under-30","male","europe",1,1,"Order Received","12-06-2017 17:14:53"
21042,"style4","under-30","male","europe",2,1,"Order Received","12-06-2017 02:38:22"
21043,"style4","under-30","male","europe",2,1,"Order Received","12-06-2017 09:57:17"
21044,"style4","under-30","male","europe",2,1,"Order Received","12-06-2017 12:14:40"
21045,"style4","under-30","male","europe",2,1,"Order Received","12-06-2017 18:10:03"
21046,"style4","under-30","male","europe",2,1,"Order Received","12-06-2017 23:03:25"
21047,"style4","under-30","female","us",1,1,"Order Received","12-06-2017 01:49:05"
21048,"style4","under-30","female","us",1,1,"Order Received","12-06-2017 04:08:03"
21049,"style4","under-30","female","us",1,1,"Order Received","12-06-2017 07:44:40"
21050,"style4","under-30","female","us",1,1,"Order Received","12-06-2017 14:17:21"
21051,"style4","under-30","female","us",1,1,"Order Received","12-06-2017 21:16:10"
21052,"style4","under-30","female","us",1,1,"Order Received","12-06-2017 22:02:37"
21053,"style4","under-30","female","us",2,1,"Order Received","12-06-2017 03:18:10"
21054,"style4","under-30","female","us",2,1,"Order Received","12-06-2017 09:31:35"
21055,"style4","under-30","female","us",2,1,"Order Received","12-06-2017 18:21:38"
21056,"style4","under-30","female","us",2,1,"Order Received","12-06-2017 19:17:37"
21057,"style4","under-30","female","us",2,1,"Order Received","12-06-2017 22:31:13"
21058,"style4","under-30","female","asia",1,1,"Order Received","12-06-2017 00:27:42"
21059,"style4","under-30","female","asia",1,1,"Order Received","12-06-2017 00:55:00"
21060,"style4","under-30","female","asia",1,1,"Order Received","12-06-2017 17:47:34"
21061,"style4","under-30","female","asia",1,1,"Order Received","12-06-2017 20:00:11"
21062,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 03:46:04"
21063,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 07:07:43"
21064,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 12:36:39"
21065,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 16:13:11"
21066,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 16:53:34"
21067,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 18:44:13"
21068,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 22:01:13"
21069,"style4","under-30","female","asia",2,1,"Order Received","12-06-2017 22:17:45"
21070,"style4","under-30","female","europe",1,1,"Order Received","12-06-2017 16:25:08"
21071,"style4","under-30","female","europe",1,1,"Order Received","12-06-2017 21:29:59"
21072,"style4","under-30","female","europe",2,1,"Order Received","12-06-2017 00:34:13"
21073,"style4","under-30","female","europe",2,1,"Order Received","12-06-2017 12:46:29"
21074,"style4","under-30","female","europe",2,1,"Order Received","12-06-2017 13:24:53"
21075,"style4","under-30","female","europe",2,1,"Order Received","12-06-2017 18:25:30"
21076,"style4","under-30","female","europe",2,1,"Order Received","12-06-2017 19:04:21"
21077,"style4","under-30","female","europe",2,1,"Order Received","12-06-2017 20:16:57"
21078,"style4","31-to-60","male","us",1,1,"Order Received","12-06-2017 06:26:05"
21079,"style4","31-to-60","male","us",2,1,"Order Received","12-06-2017 12:16:15"
21080,"style4","31-to-60","male","us",2,1,"Order Received","12-06-2017 12:47:52"
21081,"style4","31-to-60","male","us",2,1,"Order Received","12-06-2017 14:30:10"
21082,"style4","31-to-60","male","asia",1,1,"Order Received","12-06-2017 01:45:19"
21083,"style4","31-to-60","male","asia",2,1,"Order Received","12-06-2017 02:39:14"
21084,"style4","31-to-60","male","asia",2,1,"Order Received","12-06-2017 22:22:12"
21085,"style4","31-to-60","male","europe",1,1,"Order Received","12-06-2017 04:02:19"
21086,"style4","31-to-60","male","europe",1,1,"Order Received","12-06-2017 12:01:32"
21087,"style4","31-to-60","male","europe",1,1,"Order Received","12-06-2017 16:07:35"
21088,"style4","31-to-60","male","europe",2,1,"Order Received","12-06-2017 00:55:12"
21089,"style4","31-to-60","male","europe",2,1,"Order Received","12-06-2017 02:19:31"
21090,"style4","31-to-60","male","europe",2,1,"Order Received","12-06-2017 14:50:47"
21091,"style4","31-to-60","male","europe",2,1,"Order Received","12-06-2017 19:01:32"
21092,"style4","31-to-60","male","europe",2,1,"Order Received","12-06-2017 22:14:49"
21093,"style4","31-to-60","female","us",1,1,"Order Received","12-06-2017 01:39:40"
21094,"style4","31-to-60","female","us",1,1,"Order Received","12-06-2017 03:07:39"
21095,"style4","31-to-60","female","us",1,1,"Order Received","12-06-2017 09:56:04"
21096,"style4","31-to-60","female","us",1,1,"Order Received","12-06-2017 12:13:56"
21097,"style4","31-to-60","female","us",1,1,"Order Received","12-06-2017 13:26:36"
21098,"style4","31-to-60","female","us",2,1,"Order Received","12-06-2017 04:39:28"
21099,"style4","31-to-60","female","asia",1,1,"Order Received","12-06-2017 00:53:42"
21100,"style4","31-to-60","female","asia",1,1,"Order Received","12-06-2017 05:13:45"
21101,"style4","31-to-60","female","asia",1,1,"Order Received","12-06-2017 14:10:54"
21102,"style4","31-to-60","female","asia",1,1,"Order Received","12-06-2017 15:03:31"
21103,"style4","31-to-60","female","asia",1,1,"Order Received","12-06-2017 23:24:52"
21104,"style4","31-to-60","female","asia",2,1,"Order Received","12-06-2017 07:40:47"
21105,"style4","31-to-60","female","asia",2,1,"Order Received","12-06-2017 11:15:10"
21106,"style4","31-to-60","female","asia",2,1,"Order Received","12-06-2017 19:23:25"
21107,"style4","31-to-60","female","asia",2,1,"Order Received","12-06-2017 22:25:46"
21108,"style4","31-to-60","female","europe",1,1,"Order Received","12-06-2017 00:28:09"
21109,"style4","31-to-60","female","europe",1,1,"Order Received","12-06-2017 17:55:12"
21110,"style4","31-to-60","female","europe",2,1,"Order Received","12-06-2017 11:08:48"
21111,"style4","31-to-60","female","europe",2,1,"Order Received","12-06-2017 19:40:39"
21112,"style4","over-60","male","us",1,1,"Order Received","12-06-2017 19:10:06"
21113,"style4","over-60","male","us",1,1,"Order Received","12-06-2017 20:06:05"
21114,"style4","over-60","male","us",2,1,"Order Received","12-06-2017 04:09:59"
21115,"style4","over-60","male","us",2,1,"Order Received","12-06-2017 06:17:59"
21116,"style4","over-60","male","us",2,1,"Order Received","12-06-2017 10:26:02"
21117,"style4","over-60","male","us",2,1,"Order Received","12-06-2017 18:27:03"
21118,"style4","over-60","male","asia",1,1,"Order Received","12-06-2017 07:04:37"
21119,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 02:08:26"
21120,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 02:36:11"
21121,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 08:27:03"
21122,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 11:25:22"
21123,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 12:12:19"
21124,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 22:38:01"
21125,"style4","over-60","male","asia",2,1,"Order Received","12-06-2017 23:26:40"
21126,"style4","over-60","male","europe",1,1,"Order Received","12-06-2017 02:57:00"
21127,"style4","over-60","male","europe",1,1,"Order Received","12-06-2017 03:18:33"
21128,"style4","over-60","male","europe",1,1,"Order Received","12-06-2017 05:10:13"
21129,"style4","over-60","male","europe",1,1,"Order Received","12-06-2017 05:50:20"
21130,"style4","over-60","male","europe",2,1,"Order Received","12-06-2017 01:50:06"
21131,"style4","over-60","female","us",1,1,"Order Received","12-06-2017 04:07:37"
21132,"style4","over-60","female","us",1,1,"Order Received","12-06-2017 06:08:51"
21133,"style4","over-60","female","us",1,1,"Order Received","12-06-2017 16:26:43"
21134,"style4","over-60","female","us",1,1,"Order Received","12-06-2017 18:46:10"
21135,"style4","over-60","female","us",1,1,"Order Received","12-06-2017 20:32:17"
21136,"style4","over-60","female","us",1,1,"Order Received","12-06-2017 23:04:24"
21137,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 00:10:21"
21138,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 01:56:57"
21139,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 08:44:26"
21140,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 11:12:46"
21141,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 11:24:52"
21142,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 12:24:03"
21143,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 12:38:51"
21144,"style4","over-60","female","us",2,1,"Order Received","12-06-2017 14:24:24"
21145,"style4","over-60","female","asia",1,1,"Order Received","12-06-2017 15:29:40"
21146,"style4","over-60","female","asia",1,1,"Order Received","12-06-2017 16:49:13"
21147,"style4","over-60","female","asia",2,1,"Order Received","12-06-2017 06:55:09"
21148,"style4","over-60","female","asia",2,1,"Order Received","12-06-2017 09:20:13"
21149,"style4","over-60","female","europe",1,1,"Order Received","12-06-2017 04:24:08"
21150,"style4","over-60","female","europe",1,1,"Order Received","12-06-2017 04:34:41"
21151,"style4","over-60","female","europe",1,1,"Order Received","12-06-2017 10:58:24"
21152,"style4","over-60","female","europe",1,1,"Order Received","12-06-2017 14:40:05"
21153,"style4","over-60","female","europe",2,1,"Order Received","12-06-2017 05:58:00"
21154,"style4","over-60","female","europe",2,1,"Order Received","12-06-2017 06:37:23"
21155,"style4","over-60","female","europe",2,1,"Order Received","12-06-2017 07:51:00"
21156,"style4","over-60","female","europe",2,1,"Order Received","12-06-2017 12:06:32"
21157,"style1","under-30","male","us",1,1,"Order Received","12-07-2017 08:12:45"
21158,"style1","under-30","male","us",1,1,"Order Received","12-07-2017 09:12:30"
21159,"style1","under-30","male","us",2,1,"Order Received","12-07-2017 00:48:19"
21160,"style1","under-30","male","us",2,1,"Order Received","12-07-2017 02:34:00"
21161,"style1","under-30","male","us",2,1,"Order Received","12-07-2017 06:34:32"
21162,"style1","under-30","male","us",2,1,"Order Received","12-07-2017 12:12:28"
21163,"style1","under-30","male","us",2,1,"Order Received","12-07-2017 12:26:36"
21164,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 01:04:20"
21165,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 01:49:26"
21166,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 03:13:12"
21167,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 03:19:11"
21168,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 05:26:15"
21169,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 07:53:55"
21170,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 08:02:14"
21171,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 09:40:58"
21172,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 11:07:38"
21173,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 18:43:58"
21174,"style1","under-30","male","asia",1,1,"Order Received","12-07-2017 18:54:28"
21175,"style1","under-30","male","asia",2,1,"Order Received","12-07-2017 01:34:52"
21176,"style1","under-30","male","asia",2,1,"Order Received","12-07-2017 09:18:27"
21177,"style1","under-30","male","asia",2,1,"Order Received","12-07-2017 19:25:30"
21178,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 02:40:27"
21179,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 07:13:44"
21180,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 09:42:02"
21181,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 09:43:40"
21182,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 12:05:47"
21183,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 16:34:54"
21184,"style1","under-30","male","europe",2,1,"Order Received","12-07-2017 22:23:14"
21185,"style1","under-30","female","us",1,1,"Order Received","12-07-2017 01:39:05"
21186,"style1","under-30","female","us",1,1,"Order Received","12-07-2017 06:54:23"
21187,"style1","under-30","female","us",1,1,"Order Received","12-07-2017 21:33:02"
21188,"style1","under-30","female","us",2,1,"Order Received","12-07-2017 00:20:57"
21189,"style1","under-30","female","us",2,1,"Order Received","12-07-2017 05:41:40"
21190,"style1","under-30","female","us",2,1,"Order Received","12-07-2017 05:45:27"
21191,"style1","under-30","female","us",2,1,"Order Received","12-07-2017 06:03:45"
21192,"style1","under-30","female","us",2,1,"Order Received","12-07-2017 07:16:07"
21193,"style1","under-30","female","us",2,1,"Order Received","12-07-2017 20:05:04"
21194,"style1","under-30","female","asia",1,1,"Order Received","12-07-2017 08:12:01"
21195,"style1","under-30","female","asia",1,1,"Order Received","12-07-2017 17:09:03"
21196,"style1","under-30","female","asia",1,1,"Order Received","12-07-2017 22:50:51"
21197,"style1","under-30","female","asia",2,1,"Order Received","12-07-2017 14:06:09"
21198,"style1","under-30","female","asia",2,1,"Order Received","12-07-2017 15:52:21"
21199,"style1","under-30","female","asia",2,1,"Order Received","12-07-2017 18:10:38"
21200,"style1","under-30","female","europe",1,1,"Order Received","12-07-2017 14:36:15"
21201,"style1","under-30","female","europe",1,1,"Order Received","12-07-2017 21:28:32"
21202,"style1","under-30","female","europe",1,1,"Order Received","12-07-2017 22:22:22"
21203,"style1","under-30","female","europe",2,1,"Order Received","12-07-2017 00:00:56"
21204,"style1","under-30","female","europe",2,1,"Order Received","12-07-2017 07:04:25"
21205,"style1","under-30","female","europe",2,1,"Order Received","12-07-2017 07:42:50"
21206,"style1","under-30","female","europe",2,1,"Order Received","12-07-2017 20:46:46"
21207,"style1","31-to-60","male","us",1,1,"Order Received","12-07-2017 01:35:40"
21208,"style1","31-to-60","male","us",1,1,"Order Received","12-07-2017 06:00:15"
21209,"style1","31-to-60","male","us",1,1,"Order Received","12-07-2017 07:09:21"
21210,"style1","31-to-60","male","us",1,1,"Order Received","12-07-2017 18:06:28"
21211,"style1","31-to-60","male","us",2,1,"Order Received","12-07-2017 19:54:28"
21212,"style1","31-to-60","male","asia",1,1,"Order Received","12-07-2017 07:18:35"
21213,"style1","31-to-60","male","asia",1,1,"Order Received","12-07-2017 09:15:10"
21214,"style1","31-to-60","male","asia",1,1,"Order Received","12-07-2017 10:06:20"
21215,"style1","31-to-60","male","asia",1,1,"Order Received","12-07-2017 10:28:42"
21216,"style1","31-to-60","male","asia",1,1,"Order Received","12-07-2017 22:49:49"
21217,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 00:01:04"
21218,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 01:24:22"
21219,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 03:27:42"
21220,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 06:39:10"
21221,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 09:11:41"
21222,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 10:22:10"
21223,"style1","31-to-60","male","asia",2,1,"Order Received","12-07-2017 13:46:25"
21224,"style1","31-to-60","male","europe",1,1,"Order Received","12-07-2017 01:01:17"
21225,"style1","31-to-60","male","europe",1,1,"Order Received","12-07-2017 13:32:38"
21226,"style1","31-to-60","male","europe",2,1,"Order Received","12-07-2017 04:50:04"
21227,"style1","31-to-60","male","europe",2,1,"Order Received","12-07-2017 21:04:09"
21228,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 02:13:50"
21229,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 06:55:22"
21230,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 09:05:11"
21231,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 15:14:13"
21232,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 16:48:04"
21233,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 20:22:44"
21234,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 20:41:23"
21235,"style1","31-to-60","female","us",1,1,"Order Received","12-07-2017 21:21:45"
21236,"style1","31-to-60","female","asia",1,1,"Order Received","12-07-2017 10:14:19"
21237,"style1","31-to-60","female","asia",1,1,"Order Received","12-07-2017 12:47:47"
21238,"style1","31-to-60","female","asia",1,1,"Order Received","12-07-2017 14:32:26"
21239,"style1","31-to-60","female","asia",1,1,"Order Received","12-07-2017 21:37:21"
21240,"style1","31-to-60","female","asia",2,1,"Order Received","12-07-2017 00:53:03"
21241,"style1","31-to-60","female","asia",2,1,"Order Received","12-07-2017 07:47:59"
21242,"style1","31-to-60","female","asia",2,1,"Order Received","12-07-2017 16:13:37"
21243,"style1","31-to-60","female","asia",2,1,"Order Received","12-07-2017 17:22:52"
21244,"style1","31-to-60","female","europe",1,1,"Order Received","12-07-2017 05:43:48"
21245,"style1","31-to-60","female","europe",1,1,"Order Received","12-07-2017 06:18:46"
21246,"style1","31-to-60","female","europe",1,1,"Order Received","12-07-2017 17:11:10"
21247,"style1","31-to-60","female","europe",2,1,"Order Received","12-07-2017 20:21:02"
21248,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 03:53:17"
21249,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 10:04:29"
21250,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 15:54:00"
21251,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 16:15:28"
21252,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 20:20:22"
21253,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 22:14:53"
21254,"style1","over-60","male","us",1,1,"Order Received","12-07-2017 23:40:31"
21255,"style1","over-60","male","us",2,1,"Order Received","12-07-2017 01:02:51"
21256,"style1","over-60","male","us",2,1,"Order Received","12-07-2017 10:51:29"
21257,"style1","over-60","male","us",2,1,"Order Received","12-07-2017 12:40:32"
21258,"style1","over-60","male","asia",1,1,"Order Received","12-07-2017 03:38:29"
21259,"style1","over-60","male","asia",1,1,"Order Received","12-07-2017 05:09:01"
21260,"style1","over-60","male","asia",1,1,"Order Received","12-07-2017 05:30:39"
21261,"style1","over-60","male","asia",2,1,"Order Received","12-07-2017 04:39:10"
21262,"style1","over-60","male","asia",2,1,"Order Received","12-07-2017 07:14:01"
21263,"style1","over-60","male","asia",2,1,"Order Received","12-07-2017 12:43:26"
21264,"style1","over-60","male","asia",2,1,"Order Received","12-07-2017 22:31:02"
21265,"style1","over-60","male","europe",1,1,"Order Received","12-07-2017 03:31:25"
21266,"style1","over-60","male","europe",1,1,"Order Received","12-07-2017 08:13:45"
21267,"style1","over-60","male","europe",1,1,"Order Received","12-07-2017 09:01:49"
21268,"style1","over-60","male","europe",1,1,"Order Received","12-07-2017 11:22:20"
21269,"style1","over-60","male","europe",1,1,"Order Received","12-07-2017 17:18:39"
21270,"style1","over-60","male","europe",2,1,"Order Received","12-07-2017 01:11:10"
21271,"style1","over-60","male","europe",2,1,"Order Received","12-07-2017 01:39:53"
21272,"style1","over-60","male","europe",2,1,"Order Received","12-07-2017 03:02:12"
21273,"style1","over-60","male","europe",2,1,"Order Received","12-07-2017 11:10:26"
21274,"style1","over-60","male","europe",2,1,"Order Received","12-07-2017 20:14:26"
21275,"style1","over-60","female","us",1,1,"Order Received","12-07-2017 00:14:01"
21276,"style1","over-60","female","us",1,1,"Order Received","12-07-2017 08:14:56"
21277,"style1","over-60","female","us",1,1,"Order Received","12-07-2017 11:50:12"
21278,"style1","over-60","female","us",1,1,"Order Received","12-07-2017 13:06:44"
21279,"style1","over-60","female","us",1,1,"Order Received","12-07-2017 15:03:02"
21280,"style1","over-60","female","us",1,1,"Order Received","12-07-2017 22:42:37"
21281,"style1","over-60","female","us",2,1,"Order Received","12-07-2017 06:45:11"
21282,"style1","over-60","female","us",2,1,"Order Received","12-07-2017 11:52:07"
21283,"style1","over-60","female","us",2,1,"Order Received","12-07-2017 12:57:31"
21284,"style1","over-60","female","us",2,1,"Order Received","12-07-2017 23:07:45"
21285,"style1","over-60","female","us",2,1,"Order Received","12-07-2017 23:23:28"
21286,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 00:23:11"
21287,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 05:03:01"
21288,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 08:21:18"
21289,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 13:21:12"
21290,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 14:03:01"
21291,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 15:03:02"
21292,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 15:31:56"
21293,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 20:06:41"
21294,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 22:02:55"
21295,"style1","over-60","female","asia",1,1,"Order Received","12-07-2017 22:26:05"
21296,"style1","over-60","female","asia",2,1,"Order Received","12-07-2017 01:37:30"
21297,"style1","over-60","female","asia",2,1,"Order Received","12-07-2017 10:02:49"
21298,"style1","over-60","female","asia",2,1,"Order Received","12-07-2017 16:58:09"
21299,"style1","over-60","female","asia",2,1,"Order Received","12-07-2017 20:24:58"
21300,"style1","over-60","female","europe",1,1,"Order Received","12-07-2017 19:15:12"
21301,"style1","over-60","female","europe",2,1,"Order Received","12-07-2017 06:39:52"
21302,"style1","over-60","female","europe",2,1,"Order Received","12-07-2017 06:58:41"
21303,"style1","over-60","female","europe",2,1,"Order Received","12-07-2017 11:58:59"
21304,"style1","over-60","female","europe",2,1,"Order Received","12-07-2017 22:52:58"
21305,"style2","under-30","male","us",1,1,"Order Received","12-07-2017 04:15:44"
21306,"style2","under-30","male","us",1,1,"Order Received","12-07-2017 16:24:46"
21307,"style2","under-30","male","us",2,1,"Order Received","12-07-2017 05:33:19"
21308,"style2","under-30","male","us",2,1,"Order Received","12-07-2017 19:02:38"
21309,"style2","under-30","male","asia",1,1,"Order Received","12-07-2017 12:55:30"
21310,"style2","under-30","male","asia",1,1,"Order Received","12-07-2017 19:58:13"
21311,"style2","under-30","male","asia",2,1,"Order Received","12-07-2017 02:36:09"
21312,"style2","under-30","male","asia",2,1,"Order Received","12-07-2017 13:54:22"
21313,"style2","under-30","male","europe",1,1,"Order Received","12-07-2017 00:27:05"
21314,"style2","under-30","male","europe",1,1,"Order Received","12-07-2017 02:14:53"
21315,"style2","under-30","male","europe",1,1,"Order Received","12-07-2017 03:06:21"
21316,"style2","under-30","male","europe",1,1,"Order Received","12-07-2017 06:17:54"
21317,"style2","under-30","male","europe",1,1,"Order Received","12-07-2017 07:27:07"
21318,"style2","under-30","male","europe",1,1,"Order Received","12-07-2017 21:04:31"
21319,"style2","under-30","male","europe",2,1,"Order Received","12-07-2017 00:32:37"
21320,"style2","under-30","male","europe",2,1,"Order Received","12-07-2017 11:37:06"
21321,"style2","under-30","male","europe",2,1,"Order Received","12-07-2017 15:40:34"
21322,"style2","under-30","male","europe",2,1,"Order Received","12-07-2017 17:10:55"
21323,"style2","under-30","female","us",1,1,"Order Received","12-07-2017 07:47:37"
21324,"style2","under-30","female","us",1,1,"Order Received","12-07-2017 20:04:51"
21325,"style2","under-30","female","us",2,1,"Order Received","12-07-2017 06:45:28"
21326,"style2","under-30","female","us",2,1,"Order Received","12-07-2017 07:57:59"
21327,"style2","under-30","female","us",2,1,"Order Received","12-07-2017 13:30:29"
21328,"style2","under-30","female","us",2,1,"Order Received","12-07-2017 22:47:55"
21329,"style2","under-30","female","us",2,1,"Order Received","12-07-2017 23:00:35"
21330,"style2","under-30","female","asia",1,1,"Order Received","12-07-2017 05:02:07"
21331,"style2","under-30","female","asia",1,1,"Order Received","12-07-2017 16:52:26"
